Method_Type,Wavelet_Family,Wavelet,Algorithm,Features,Feature_Count,Feature_Extractor,Strategy,Training_Timesteps,Random_Seed,Alpha,Beta,Sharpe_Ratio,Sortino_Ratio,Max_Drawdown,Win_Rate,Max_Loss,RoMaD,CAGR,Volatility,T_Statistic,P_Value,Total_Return,Best_Learning_Rate,Best_Gamma,Validation_Score
Reinforcement_Learning,Biorthogonal,bior1.1,PPO,VIX,1,Advanced,Long-Only,50000,1440510431,0.27299498262899935,-0.052932496879836984,0.7971173361320212,0.07267518252695516,0.33639395095444014,0.53737658674189,-0.09903083589135661,0.7710870758090468,0.25938902796131114,0.3342905756786597,1.436380743188179,0.1513357366894875,0.9151225,0.0003,0.95,0.7433550156722369
Reinforcement_Learning,Biorthogonal,bior1.1,PPO,DIX_GEX,2,Advanced,Long-Only,50000,711367192,0.27299498262899935,-0.052932496879836984,0.7971173361320212,0.07267518252695516,0.33639395095444014,0.53737658674189,-0.09903083589135661,0.7710870758090468,0.25938902796131114,0.3342905756786597,1.436380743188179,0.1513357366894875,0.9151225,0.0001,0.99,0.7433550156722369
Reinforcement_Learning,Biorthogonal,bior1.1,PPO,DIX_VIX,2,Advanced,Long-Only,50000,4002471058,0.27299498262899935,-0.052932496879836984,0.7971173361320212,0.07267518252695516,0.33639395095444014,0.53737658674189,-0.09903083589135661,0.7710870758090468,0.25938902796131114,0.3342905756786597,1.436380743188179,0.1513357366894875,0.9151225,0.0001,0.99,0.7433550156722369
Reinforcement_Learning,Biorthogonal,bior1.1,PPO,GEX_VIX,2,Advanced,Long-Only,50000,1801593137,0.16427917316531038,-0.15209969749810148,0.5385263976917312,0.03262905313913686,0.2373723681640625,0.14527503526093088,-0.11878051508067193,0.583421408168285,0.13848812129451793,0.2702308592138003,1.02671243110215,0.3049065377140703,0.441130546875,0.0001,0.99,0.7433550156722369
Reinforcement_Learning,Biorthogonal,bior1.1,PPO,DIX_GEX_VIX,3,Advanced,Long-Only,50000,1573176611,0.24557632726793632,-0.05613870089340296,0.7004736694938318,0.061581352511412085,0.33639395095444014,0.47390691114245415,-0.1076124629004528,0.6611349867688043,0.22240181031336959,0.3407049657031538,1.2725021768956515,0.203612488051695,0.760848291015625,0.0001,0.99,0.7433550156722369
Reinforcement_Learning,Biorthogonal,bior1.1,A2C,DIX,1,Advanced,Long-Only,50000,449458911,0.27299498262899935,-0.052932496879836984,0.7971173361320212,0.07267518252695516,0.33639395095444014,0.53737658674189,-0.09903083589135661,0.7710870758090468,0.25938902796131114,0.3342905756786597,1.436380743188179,0.1513357366894875,0.9151225,0.0001,0.95,0.7433550156722369
Reinforcement_Learning,Biorthogonal,bior1.1,A2C,GEX,1,Advanced,Long-Only,50000,2655559184,0.27299498262899935,-0.052932496879836984,0.7971173361320212,0.07267518252695516,0.33639395095444014,0.53737658674189,-0.09903083589135661,0.7710870758090468,0.25938902796131114,0.3342905756786597,1.436380743188179,0.1513357366894875,0.9151225,5e-05,0.99,0.2555401932025998
Reinforcement_Learning,Biorthogonal,bior1.1,A2C,VIX,1,Advanced,Long-Only,50000,392433714,0.27299498262899935,-0.052932496879836984,0.7971173361320212,0.07267518252695516,0.33639395095444014,0.53737658674189,-0.09903083589135661,0.7710870758090468,0.25938902796131114,0.3342905756786597,1.436380743188179,0.1513357366894875,0.9151225,0.0001,0.95,0.7433550156722369
Reinforcement_Learning,Biorthogonal,bior1.1,A2C,DIX_GEX,2,Advanced,Long-Only,50000,329400699,0.27299498262899935,-0.052932496879836984,0.7971173361320212,0.07267518252695516,0.33639395095444014,0.53737658674189,-0.09903083589135661,0.7710870758090468,0.25938902796131114,0.3342905756786597,1.436380743188179,0.1513357366894875,0.9151225,0.0001,0.95,0.7433550156722369
Reinforcement_Learning,Biorthogonal,bior1.1,A2C,DIX_VIX,2,Advanced,Long-Only,50000,1663017562,0.27299498262899935,-0.052932496879836984,0.7971173361320212,0.07267518252695516,0.33639395095444014,0.53737658674189,-0.09903083589135661,0.7710870758090468,0.25938902796131114,0.3342905756786597,1.436380743188179,0.1513357366894875,0.9151225,0.0001,0.95,0.7433550156722369
Reinforcement_Learning,Biorthogonal,bior1.1,A2C,GEX_VIX,2,Advanced,Long-Only,50000,3434241082,0.27299498262899935,-0.052932496879836984,0.7971173361320212,0.07267518252695516,0.33639395095444014,0.53737658674189,-0.09903083589135661,0.7710870758090468,0.25938902796131114,0.3342905756786597,1.436380743188179,0.1513357366894875,0.9151225,0.0001,0.95,0.7433550156722369
Reinforcement_Learning,Biorthogonal,bior1.1,A2C,DIX_GEX_VIX,3,Advanced,Long-Only,50000,3939251487,0.27299498262899935,-0.052932496879836984,0.7971173361320212,0.07267518252695516,0.33639395095444014,0.53737658674189,-0.09903083589135661,0.7710870758090468,0.25938902796131114,0.3342905756786597,1.436380743188179,0.1513357366894875,0.9151225,0.0001,0.95,0.7433550156722369
Reinforcement_Learning,Biorthogonal,bior1.1,DQN,DIX,1,Advanced,Long-Only,50000,1182770436,0.2644867973548775,0.04484159014116246,0.8898976142989928,0.077456738846638,0.29426688077006047,0.4894217207334274,-0.09615447193039794,0.938439505678421,0.2761516661273864,0.30342301849124415,1.6020974316184493,0.10958010017378848,0.987812900390625,0.0001,0.95,0.6058316520059878
Reinforcement_Learning,Biorthogonal,bior1.1,DQN,GEX,1,Advanced,Long-Only,50000,875111794,0.08934349005001409,-0.15771653527472132,0.28215282835030386,0.013366693783866042,0.20920088850592142,0.06346967559943582,-0.14611956399827003,0.2994285995628133,0.0626407290726243,0.2477318961685692,0.6082550093541607,0.543213429893423,0.186705068359375,5e-05,0.99,-0.06475979950577443
Reinforcement_Learning,Biorthogonal,bior1.1,DQN,VIX,1,Advanced,Long-Only,50000,20120442,0.09903030568340589,-0.14461251608347397,0.32458101158926844,0.012655533076924944,0.21388196354737218,0.047954866008462625,-0.14141015672936016,0.3451777340027334,0.07382729152133716,0.2501708128843141,0.6780523351867803,0.4979600455881128,0.2222401611328125,5e-05,0.99,0.31929527007347697
Reinforcement_Learning,Biorthogonal,bior1.1,DQN,DIX_GEX,2,Advanced,Long-Only,50000,3258864708,0.09339361748037421,-0.15993832506351355,0.2907341753007104,0.014031356922245214,0.20362668862745706,0.06629055007052186,-0.14788482289972982,0.3202944174927255,0.06522049161990395,0.2534082996971505,0.619607533419872,0.5357155482332008,0.1948399560546875,0.0001,0.95,0.5862363085909785
Reinforcement_Learning,Biorthogonal,bior1.1,DQN,DIX_VIX,2,Advanced,Long-Only,50000,3351805899,0.19636219353253986,-0.092501966428184,0.5274808799932281,0.04194529542094713,0.3658416851445062,0.3610719322990127,-0.13017539280035498,0.4239639250576956,0.1551036767835865,0.3506428764796951,0.9797493158761854,0.32754453706947273,0.5011776416015625,5e-05,0.99,0.7053687691093762
Reinforcement_Learning,Biorthogonal,bior1.1,DQN,GEX_VIX,2,Advanced,Long-Only,50000,3488853830,0.17458957721795787,-0.10711371327173622,0.714176857699306,0.047903678914577065,0.19807383981030133,0.19605077574047955,-0.10626341312952259,0.8539144059226932,0.16913810525044015,0.2259710309478351,1.345429186070653,0.1789174099198905,0.553135126953125,5e-05,0.99,0.34225358247247145
Reinforcement_Learning,Biorthogonal,bior1.1,DQN,DIX_GEX_VIX,3,Advanced,Long-Only,50000,3869162261,0.17049405002845486,-0.10683860752506813,0.6816433977716734,0.040125596668541555,0.1813004218413565,0.12411847672778561,-0.10976879709926607,0.9001458716307361,0.163196826245408,0.2307976172868307,1.2877953580933854,0.19823796807334232,0.531000419921875,5e-05,0.99,-0.05053271488025535
Reinforcement_Learning,Biorthogonal,bior2.2,PPO,DIX,1,Advanced,Long-Only,50000,1816093086,0.27299498262899935,-0.052932496879836984,0.7971173361320212,0.07267518252695516,0.33639395095444014,0.53737658674189,-0.09903083589135661,0.7710870758090468,0.25938902796131114,0.3342905756786597,1.436380743188179,0.1513357366894875,0.9151225,0.0001,0.99,0.6910253799413173
Reinforcement_Learning,Biorthogonal,bior2.2,PPO,GEX,1,Advanced,Long-Only,50000,1523017062,0.14229688154690628,-0.17615242474095985,0.4175440718485455,0.02556121555597985,0.2373723681640625,0.15655853314527504,-0.12591692328391363,0.4418761041999217,0.10488917728904545,0.28878063785538216,0.8159576812673142,0.41479876824512885,0.3244902734375,0.0003,0.95,0.3662172019401081
Reinforcement_Learning,Biorthogonal,bior2.2,PPO,VIX,1,Advanced,Long-Only,50000,1193551918,0.204584769857206,-0.08380243246897519,0.5422144650994098,0.04182946461807887,0.35420617725170545,0.32722143864598024,-0.12978716969422094,0.4594692251201968,0.16274683779462817,0.35825782500248005,1.002413076969133,0.31648659795517675,0.529332294921875,0.0003,0.95,0.7433550156722369
Reinforcement_Learning,Biorthogonal,bior2.2,PPO,DIX_GEX,2,Advanced,Long-Only,50000,2773278974,0.16845942377541498,-0.10531802273764442,0.4140806807550362,0.031140246506636063,0.37466270886324315,0.2849083215796897,-0.1501511593568024,0.299515691741713,0.1122173604149983,0.37546915231348915,0.7833505718785141,0.43368323178657053,0.3493902294921875,0.0003,0.95,-0.3807088729663906
Reinforcement_Learning,Biorthogonal,bior2.2,PPO,DIX_VIX,2,Advanced,Long-Only,50000,4088381413,0.27299498262899935,-0.052932496879836984,0.7971173361320212,0.07267518252695516,0.33639395095444014,0.53737658674189,-0.09903083589135661,0.7710870758090468,0.25938902796131114,0.3342905756786597,1.436380743188179,0.1513357366894875,0.9151225,0.0001,0.99,0.7433550156722369
Reinforcement_Learning,Biorthogonal,bior2.2,PPO,GEX_VIX,2,Advanced,Long-Only,50000,1604226299,0.27299498262899935,-0.052932496879836984,0.7971173361320212,0.07267518252695516,0.33639395095444014,0.53737658674189,-0.09903083589135661,0.7710870758090468,0.25938902796131114,0.3342905756786597,1.436380743188179,0.1513357366894875,0.9151225,0.0001,0.99,0.7433550156722369
Reinforcement_Learning,Biorthogonal,bior2.2,PPO,DIX_GEX_VIX,3,Advanced,Long-Only,50000,4028513059,0.16931058082564973,-0.11219896275672908,0.4253348138112515,0.030471062368285826,0.36643472423664,0.25811001410437234,-0.14667049859040784,0.3170720142892382,0.11618619611923298,0.36554099794229694,0.8046392976975265,0.42129796648932283,0.3630007958984375,0.0001,0.99,0.7433550156722369
Reinforcement_Learning,Biorthogonal,bior2.2,A2C,DIX,1,Advanced,Long-Only,50000,681678771,0.27299498262899935,-0.052932496879836984,0.7971173361320212,0.07267518252695516,0.33639395095444014,0.53737658674189,-0.09903083589135661,0.7710870758090468,0.25938902796131114,0.3342905756786597,1.436380743188179,0.1513357366894875,0.9151225,0.0001,0.95,0.7433550156722369
Reinforcement_Learning,Biorthogonal,bior2.2,A2C,GEX,1,Advanced,Long-Only,50000,879345457,0.12640376364651912,-0.11803850443168333,0.3061242043678602,0.02436567344650781,0.3759449769841307,0.38787023977433005,-0.13902432455884228,0.18196880922533107,0.06841025979604676,0.3653762851250468,0.6048641774627871,0.5454630498095417,0.20494802734375,0.0001,0.95,0.7433550156722369
Reinforcement_Learning,Biorthogonal,bior2.2,A2C,VIX,1,Advanced,Long-Only,50000,3330577351,0.27299498262899935,-0.052932496879836984,0.7971173361320212,0.07267518252695516,0.33639395095444014,0.53737658674189,-0.09903083589135661,0.7710870758090468,0.25938902796131114,0.3342905756786597,1.436380743188179,0.1513357366894875,0.9151225,0.0001,0.95,0.7433550156722369
Reinforcement_Learning,Biorthogonal,bior2.2,A2C,DIX_GEX,2,Advanced,Long-Only,50000,3566483948,0.2675011036607096,-0.05366524747642952,0.7752279764643722,0.07059755395471205,0.33639395095444014,0.5345557122708039,-0.10112321146580351,0.7475812633002261,0.2514818148210747,0.33652628597318124,1.3990243775622722,0.16224359762550666,0.881437451171875,0.0001,0.95,0.9649510148569216
Reinforcement_Learning,Biorthogonal,bior2.2,A2C,DIX_VIX,2,Advanced,Long-Only,50000,2680283257,0.27299498262899935,-0.052932496879836984,0.7971173361320212,0.07267518252695516,0.33639395095444014,0.53737658674189,-0.09903083589135661,0.7710870758090468,0.25938902796131114,0.3342905756786597,1.436380743188179,0.1513357366894875,0.9151225,0.0001,0.95,0.7433550156722369
Reinforcement_Learning,Biorthogonal,bior2.2,A2C,GEX_VIX,2,Advanced,Long-Only,50000,939094086,0.18545860027710356,-0.08085919308025434,0.46579241120612447,0.03653566653427002,0.3843165232013554,0.3511988716502116,-0.14177509303018315,0.3480217210219558,0.1337504978217101,0.3767542791857414,0.8697233319186642,0.38474637506566345,0.4242980078125,0.0001,0.95,0.7433550156722369
Reinforcement_Learning,Biorthogonal,bior2.2,A2C,DIX_GEX_VIX,3,Advanced,Long-Only,50000,2903885418,0.2675011036607096,-0.05366524747642952,0.7752279764643722,0.07059755395471205,0.33639395095444014,0.5345557122708039,-0.10112321146580351,0.7475812633002261,0.2514818148210747,0.33652628597318124,1.3990243775622722,0.16224359762550666,0.881437451171875,0.0001,0.95,0.7433550156722369
Reinforcement_Learning,Biorthogonal,bior2.2,DQN,DIX,1,Advanced,Long-Only,50000,109574433,0.1461485769117137,0.01201255712080106,0.4119553783869242,0.03310829902735846,0.4031958891523245,0.4033850493653032,-0.15632537084187026,0.27326584959174843,0.11017966720111039,0.35836316380554256,0.7840500554831007,0.4332729663481175,0.3424364453125,0.0001,0.95,0.9217661701232099
Reinforcement_Learning,Biorthogonal,bior2.2,DQN,GEX,1,Advanced,Long-Only,50000,2163665803,0.08186957631491003,-0.1309218102023743,0.2884497202798143,0.010641860243678771,0.19978240234375,0.036671368124118475,-0.14785835284571952,0.316120577309208,0.06315532836512672,0.22786614160418095,0.6306071213397362,0.5285009340853194,0.1883249169921875,0.0001,0.95,-0.09771086475222884
Reinforcement_Learning,Biorthogonal,bior2.2,DQN,VIX,1,Advanced,Long-Only,50000,2997737703,0.10949984400186122,-0.17664524617864444,0.530352637038642,0.01863601742647371,0.0820403175952692,0.023977433004231313,-0.07437312330524071,1.2160058205624467,0.09976150371663906,0.1654009778396614,1.091636469710037,0.2753642588074401,0.3072447998046875,0.0003,0.95,0.5163900333526336
Reinforcement_Learning,Biorthogonal,bior2.2,DQN,DIX_GEX,2,Advanced,Long-Only,50000,2288771261,0.0736230315172363,-0.1689405460389363,0.20511816783341288,0.009458665268248798,0.20563955135667622,0.05782792665726375,-0.15488397799027598,0.20643253268470563,0.042450693406705264,0.2573831614434449,0.4740581180357308,0.6356046229845742,0.1242702490234375,5e-05,0.99,0.037112722038006585
Reinforcement_Learning,Biorthogonal,bior2.2,DQN,DIX_VIX,2,Advanced,Long-Only,50000,3015246970,0.27299498262899935,-0.052932496879836984,0.7971173361320212,0.07267518252695516,0.33639395095444014,0.53737658674189,-0.09903083589135661,0.7710870758090468,0.25938902796131114,0.3342905756786597,1.436380743188179,0.1513357366894875,0.9151225,0.0001,0.95,0.536223697798557
Reinforcement_Learning,Biorthogonal,bior2.2,DQN,GEX_VIX,2,Advanced,Long-Only,50000,4264160417,0.06734361231787757,-0.16367981739071688,0.18576798996355118,0.009002707412852473,0.23923509187916478,0.06488011283497884,-0.15027154817453828,0.15609439274351888,0.03734325638981817,0.2538820098524629,0.44342021851079955,0.6575972810650355,0.108819814453125,5e-05,0.99,0.27043126875589973
Reinforcement_Learning,Biorthogonal,bior2.2,DQN,DIX_GEX_VIX,3,Advanced,Long-Only,50000,2043350871,0.17664274313482234,-0.1258104469734942,0.7204304956330213,0.04485843201818608,0.1735824839478853,0.1325811001410437,-0.10958967881853492,0.9764747159526868,0.1694989067073731,0.22365972060892234,1.3574443825782738,0.1750725786176105,0.554485927734375,0.0001,0.95,0.042022113815103485
Classical,Daubechies,db1,XGBoost,DIX_GEX_VIX,3,None,Long-Only,0,0,-0.02235205574812968,3.249647390691114,0.4708307539619275,0.03585872748988334,0.39337082129905443,0.2802816901408451,-0.1508694489979202,0.34372791711243567,0.13521253305793213,0.3666429735966145,0.8812439793986985,0.3784844169295619,0.4301985104999968,0.0,0.0,0.0
Classical,Daubechies,db1,Random_Forest,DIX_GEX_VIX,3,None,Long-Only,0,0,0.8932063679084522,-12.276445698166432,0.41319308875834504,0.030745923986423902,0.41490936817941604,0.27605633802816903,-0.15764895556466885,0.270599240501452,0.11227415990628731,0.37904706123984766,0.7815714274584364,0.4347273918533048,0.350154375,0.0,0.0,0.0
Classical,Daubechies,db1,Logistic_Regression,DIX_GEX_VIX,3,None,Long-Only,0,0,-0.68977465588374,16.3836389280677,0.9237257442211004,0.07634027752065119,0.3363939510589189,0.3901408450704225,-0.09022040122376183,0.8932828473305001,0.30049494642666796,0.3174575155395172,1.6550821363496242,0.09835038617128745,1.0986956324999975,0.0,0.0,0.0
Classical,Daubechies,db1,Buy_and_Hold,DIX_GEX_VIX,3,None,Long-Only,0,0,-0.15331786637570124,4.610169491525424,0.7106807312322667,0.06344421500450438,0.1890220779115093,0.53737658674189,-0.05974961641947037,0.7229434287570907,0.13665226911613648,0.17348479802181305,1.3844516611559283,0.16665637310658188,0.4345927149266025,0.0,0.0,0.0
Classical,Daubechies,db1,Moving_Average,DIX_GEX_VIX,3,None,Long-Only,0,0,-0.4186926814737542,8.665726375176305,0.4572085889266306,0.03358656513077964,0.21359357955653074,0.33098591549295775,-0.062088159632719124,0.47457309477476256,0.10136576607416226,0.22145450345656564,0.9183818779089853,0.3587312886544347,0.3131276264999999,0.0,0.0,0.0
Classical,Daubechies,db2,XGBoost,DIX_GEX_VIX,3,None,Long-Only,0,0,0.298161693731398,-2.708039492242595,0.3554249060381091,0.027514335069148722,0.44917247566430163,0.2887323943661972,-0.15444730090468714,0.19605931993949224,0.0880644501142811,0.38173836974242475,0.6840501939847037,0.4941669837987628,0.2688736974999987,0.0,0.0,0.0
Classical,Daubechies,db2,Random_Forest,DIX_GEX_VIX,3,None,Long-Only,0,0,-0.6339364859498853,13.179125528913962,0.4148165687909419,0.030526454910817732,0.4292306491457535,0.2661971830985915,-0.15556126875323104,0.26293689910334855,0.11286057588650178,0.3780250298150014,0.7845338447358443,0.4329889729408595,0.3521637220000004,0.0,0.0,0.0
Classical,Daubechies,db2,Logistic_Regression,DIX_GEX_VIX,3,None,Long-Only,0,0,-0.07597661633655117,5.9125528913963326,0.8666604637765449,0.07133691873720913,0.3363939510589189,0.38309859154929576,-0.09367248387888484,0.8329269360877435,0.28019158297395563,0.3216675604797255,1.5579807965419876,0.11968403744205706,1.0075605744999985,0.0,0.0,0.0
Classical,Daubechies,db2,Buy_and_Hold,DIX_GEX_VIX,3,None,Long-Only,0,0,-0.15331786637570124,4.610169491525424,0.7106807312322667,0.06344421500450438,0.1890220779115093,0.53737658674189,-0.05974961641947037,0.7229434287570907,0.13665226911613648,0.17348479802181305,1.3844516611559283,0.16665637310658188,0.4345927149266025,0.0,0.0,0.0
Classical,Daubechies,db2,Moving_Average,DIX_GEX_VIX,3,None,Long-Only,0,0,-0.4186926814737542,8.665726375176305,0.4572085889266306,0.03358656513077964,0.21359357955653074,0.33098591549295775,-0.062088159632719124,0.47457309477476256,0.10136576607416226,0.22145450345656564,0.9183818779089853,0.3587312886544347,0.3131276264999999,0.0,0.0,0.0
Classical,Daubechies,db4,XGBoost,DIX_GEX_VIX,3,None,Long-Only,0,0,-0.5855675246158566,12.637517630465444,0.47813862709626614,0.035825537165348496,0.3607111355531899,0.27605633802816903,-0.1392388690147977,0.38013385951732653,0.13711851612871162,0.36115788063553095,0.8948914375413702,0.3711488194615248,0.4369838424999983,0.0,0.0,0.0
Classical,Daubechies,db4,Random_Forest,DIX_GEX_VIX,3,None,Long-Only,0,0,0.009104334491478242,3.249647390691114,0.653601835896308,0.04781066766822776,0.34798971224028763,0.27887323943661974,-0.11719453528060851,0.5520423449127251,0.19210505675063283,0.3122438872177866,1.203755147387219,0.22908597347161794,0.6417839129999996,0.0,0.0,0.0
Classical,Daubechies,db4,Logistic_Regression,DIX_GEX_VIX,3,None,Long-Only,0,0,-0.28676662571348704,9.478138222849083,0.8796526923143253,0.0725739795329156,0.3363939510589189,0.3845070422535211,-0.09259886357702939,0.8462914425859995,0.2846873221188566,0.32049201931700466,1.5801557992525173,0.11451718817396399,1.0275155839999979,0.0,0.0,0.0
Classical,Daubechies,db4,Buy_and_Hold,DIX_GEX_VIX,3,None,Long-Only,0,0,-0.15331786637570124,4.610169491525424,0.7106807312322667,0.06344421500450438,0.1890220779115093,0.53737658674189,-0.05974961641947037,0.7229434287570907,0.13665226911613648,0.17348479802181305,1.3844516611559283,0.16665637310658188,0.4345927149266025,0.0,0.0,0.0
Classical,Daubechies,db4,Moving_Average,DIX_GEX_VIX,3,None,Long-Only,0,0,-0.4186926814737542,8.665726375176305,0.4572085889266306,0.03358656513077964,0.21359357955653074,0.33098591549295775,-0.062088159632719124,0.47457309477476256,0.10136576607416226,0.22145450345656564,0.9183818779089853,0.3587312886544347,0.3131276264999999,0.0,0.0,0.0
Classical,Symlets,sym4,XGBoost,DIX_GEX_VIX,3,None,Long-Only,0,0,1.3124571731758599,-19.15937940761636,0.470488251756702,0.0341578566794074,0.3811417990043964,0.2619718309859155,-0.13988781736313236,0.34618586964970416,0.1319459051481897,0.34622417905370745,0.8860656116794678,0.3758826002632999,0.4186174279999986,0.0,0.0,0.0
Classical,Symlets,sym4,Random_Forest,DIX_GEX_VIX,3,None,Long-Only,0,0,-0.80685079533377,16.24823695345557,0.4843574454533663,0.036111296398170824,0.38208323411205075,0.271830985915493,-0.1375471622287018,0.35978496661052417,0.13746780362744526,0.3469409285455968,0.9091288845858521,0.363591030224653,0.43822956050000006,0.0,0.0,0.0
Classical,Symlets,sym4,Logistic_Regression,DIX_GEX_VIX,3,None,Long-Only,0,0,0.44186377894574985,-3.012693935119887,0.7983747411199548,0.06570046290324424,0.3363939510589189,0.37746478873239436,-0.09984867206652802,0.7601379917730351,0.25570582240252326,0.3270420886215468,1.4417280753764545,0.14982064131195486,0.9011009064999976,0.0,0.0,0.0
Classical,Symlets,sym4,Buy_and_Hold,DIX_GEX_VIX,3,None,Long-Only,0,0,-0.15331786637570124,4.610169491525424,0.7106807312322667,0.06344421500450438,0.1890220779115093,0.53737658674189,-0.05974961641947037,0.7229434287570907,0.13665226911613648,0.17348479802181305,1.3844516611559283,0.16665637310658188,0.4345927149266025,0.0,0.0,0.0
Classical,Symlets,sym4,Moving_Average,DIX_GEX_VIX,3,None,Long-Only,0,0,-0.4186926814737542,8.665726375176305,0.4572085889266306,0.03358656513077964,0.21359357955653074,0.33098591549295775,-0.062088159632719124,0.47457309477476256,0.10136576607416226,0.22145450345656564,0.9183818779089853,0.3587312886544347,0.3131276264999999,0.0,0.0,0.0
Classical,Coiflets,coif1,XGBoost,DIX_GEX_VIX,3,None,Long-Only,0,0,0.23699162868082702,-1.2637517630465445,0.4622803151380461,0.03301070987556231,0.3875464372950258,0.24647887323943662,-0.1385407126484508,0.33307835913143274,0.1290833314214599,0.34863375666322,0.8716283766175784,0.38370619789777805,0.40851874649999836,0.0,0.0,0.0
Classical,Coiflets,coif1,Random_Forest,DIX_GEX_VIX,3,None,Long-Only,0,0,-0.05345287677492534,4.062059238363893,0.575315277871951,0.04309608391484559,0.35541888896079155,0.27887323943661974,-0.12637451400457236,0.4756031474624703,0.1690383422573667,0.3307241869722382,1.0664379804623925,0.286588706830539,0.5537244089999988,0.0,0.0,0.0
Classical,Coiflets,coif1,Logistic_Regression,DIX_GEX_VIX,3,None,Long-Only,0,0,0.8635323883140109,-9.974612129760226,0.8244640334680043,0.06775215412010517,0.32509981134266214,0.3788732394366197,-0.09797549611025395,0.8086598562028041,0.2628951666919159,0.3214884455462223,1.487260856809028,0.13739050373868206,0.9319709844999978,0.0,0.0,0.0
Classical,Coiflets,coif1,Buy_and_Hold,DIX_GEX_VIX,3,None,Long-Only,0,0,-0.15331786637570124,4.610169491525424,0.7106807312322667,0.06344421500450438,0.1890220779115093,0.53737658674189,-0.05974961641947037,0.7229434287570907,0.13665226911613648,0.17348479802181305,1.3844516611559283,0.16665637310658188,0.4345927149266025,0.0,0.0,0.0
Classical,Coiflets,coif1,Moving_Average,DIX_GEX_VIX,3,None,Long-Only,0,0,-0.4186926814737542,8.665726375176305,0.4572085889266306,0.03358656513077964,0.21359357955653074,0.33098591549295775,-0.062088159632719124,0.47457309477476256,0.10136576607416226,0.22145450345656564,0.9183818779089853,0.3587312886544347,0.3131276264999999,0.0,0.0,0.0
Classical,Coiflets,coif4,XGBoost,DIX_GEX_VIX,3,None,Long-Only,0,0,-0.09418347727070164,3.249647390691114,0.22420965157028655,0.016844815493978888,0.5277584772717354,0.2549295774647887,-0.2011741069675411,0.04616579884651359,0.02436439170126925,0.4495585514041408,0.45069927421809486,0.6523441004393019,0.07027788050000017,0.0,0.0,0.0
Classical,Coiflets,coif4,Random_Forest,DIX_GEX_VIX,3,None,Long-Only,0,0,0.17253630672480283,-0.30465444287729193,0.42677844833880996,0.0312608669585999,0.39797640848048615,0.2676056338028169,-0.1467757163322743,0.2926258049807734,0.11645816689495936,0.3614452434339047,0.8086687606272976,0.41897696636603565,0.3645330819999991,0.0,0.0,0.0
Classical,Coiflets,coif4,Logistic_Regression,DIX_GEX_VIX,3,None,Long-Only,0,0,-0.49817343536065306,12.637517630465444,0.7926352327138422,0.06499030153299278,0.3363939510589189,0.376056338028169,-0.10132400788778695,0.7550722278346395,0.25400173005615456,0.32811766589887,1.4317646805470359,0.15265185133666417,0.8938307699999976,0.0,0.0,0.0
Classical,Coiflets,coif4,Buy_and_Hold,DIX_GEX_VIX,3,None,Long-Only,0,0,-0.15331786637570124,4.610169491525424,0.7106807312322667,0.06344421500450438,0.1890220779115093,0.53737658674189,-0.05974961641947037,0.7229434287570907,0.13665226911613648,0.17348479802181305,1.3844516611559283,0.16665637310658188,0.4345927149266025,0.0,0.0,0.0
Classical,Coiflets,coif4,Moving_Average,DIX_GEX_VIX,3,None,Long-Only,0,0,-0.4186926814737542,8.665726375176305,0.4572085889266306,0.03358656513077964,0.21359357955653074,0.33098591549295775,-0.062088159632719124,0.47457309477476256,0.10136576607416226,0.22145450345656564,0.9183818779089853,0.3587312886544347,0.3131276264999999,0.0,0.0,0.0
Classical,Biorthogonal,bior1.1,XGBoost,DIX_GEX_VIX,3,None,Long-Only,0,0,-0.02235205574812968,3.249647390691114,0.4708307539619275,0.03585872748988334,0.39337082129905443,0.2802816901408451,-0.1508694489979202,0.34372791711243567,0.13521253305793213,0.3666429735966145,0.8812439793986985,0.3784844169295619,0.4301985104999968,0.0,0.0,0.0
Classical,Biorthogonal,bior1.1,Random_Forest,DIX_GEX_VIX,3,None,Long-Only,0,0,0.8932063679084522,-12.276445698166432,0.41319308875834504,0.030745923986423902,0.41490936817941604,0.27605633802816903,-0.15764895556466885,0.270599240501452,0.11227415990628731,0.37904706123984766,0.7815714274584364,0.4347273918533048,0.350154375,0.0,0.0,0.0
Classical,Biorthogonal,bior1.1,Logistic_Regression,DIX_GEX_VIX,3,None,Long-Only,0,0,-0.68977465588374,16.3836389280677,0.9237257442211004,0.07634027752065119,0.3363939510589189,0.3901408450704225,-0.09022040122376183,0.8932828473305001,0.30049494642666796,0.3174575155395172,1.6550821363496242,0.09835038617128745,1.0986956324999975,0.0,0.0,0.0
Classical,Biorthogonal,bior1.1,Buy_and_Hold,DIX_GEX_VIX,3,None,Long-Only,0,0,-0.15331786637570124,4.610169491525424,0.7106807312322667,0.06344421500450438,0.1890220779115093,0.53737658674189,-0.05974961641947037,0.7229434287570907,0.13665226911613648,0.17348479802181305,1.3844516611559283,0.16665637310658188,0.4345927149266025,0.0,0.0,0.0
